,artist_name,artist_id,genres,followers,popularity
0hYxXnnFEBBK8JDab4lIEM,9MM,9MM,0hYxXnnFEBBK8JDab4lIEM,"['deutschrock', 'german hard rock', 'german oi', 'german rock']","{'href': None, 'total': 5192}",29
1jL4NUkLah0XDccqK2I08Y,Perfidious Doom,Perfidious Doom,1jL4NUkLah0XDccqK2I08Y,"['brutal deathcore', 'buffalo ny metal', 'melodic deathcore']","{'href': None, 'total': 210}",0
2QPPzpLWSHJRVhpheRxh5J,Stormnatt,Stormnatt,2QPPzpLWSHJRVhpheRxh5J,['austrian black metal'],"{'href': None, 'total': 205}",0
6gjtiWVh3Ac7YbMf6e0ou2,The Wrath,The Wrath,6gjtiWVh3Ac7YbMf6e0ou2,['brisbane punk'],"{'href': None, 'total': 284}",3
0XJ5BH9WdDepjD9bbbfA09,Insatiable Ouroboros,Insatiable Ouroboros,0XJ5BH9WdDepjD9bbbfA09,['spanish black metal'],"{'href': None, 'total': 29}",0
3Aym9HWMoIOubfMXll94Jp,Pharaoh Overlord,Pharaoh Overlord,3Aym9HWMoIOubfMXll94Jp,['space rock'],"{'href': None, 'total': 6050}",12
45gTrJcFdq1HhxZjNlPEcM,Kill Devil Hill,Kill Devil Hill,45gTrJcFdq1HhxZjNlPEcM,"['north carolina metal', 'southern metal']","{'href': None, 'total': 11870}",21
6Cb7dhgAI4oNZ9bF32L2B7,Among the Missing,Among The Missing,6Cb7dhgAI4oNZ9bF32L2B7,"['black sludge', 'uk doom metal']","{'href': None, 'total': 205}",0
3JQlyhcmq2YMrAtBhq8mdu,Darvulia,Darvulia,3JQlyhcmq2YMrAtBhq8mdu,['french black metal'],"{'href': None, 'total': 1105}",4
7LeHdLOuiySZgt7ewdckbX,Afterlife,Afterlife,7LeHdLOuiySZgt7ewdckbX,"['metalcore', 'nu-metalcore', 'post-screamo']","{'href': None, 'total': 19669}",33
5Y5uyIAoa48cCWZk5XoZ5S,Necrosy,Necrosy,5Y5uyIAoa48cCWZk5XoZ5S,['technical death metal'],"{'href': None, 'total': 982}",5
6cWg09rKZgVfchsfRezrRF,Fuck You and Die,Fuck You and Die,6cWg09rKZgVfchsfRezrRF,['technical death metal'],"{'href': None, 'total': 2743}",4
05UBI7GzO46E2Y5jw9hguK,Doom's Day,Doom's Day,05UBI7GzO46E2Y5jw9hguK,['canadian stoner rock'],"{'href': None, 'total': 655}",22
5mfM7MCEU0ZEMCCJqYp92e,Cumbeast,Cumbeast,5mfM7MCEU0ZEMCCJqYp92e,['slam death metal'],"{'href': None, 'total': 2727}",6
4zSCMg8S5ZZO3gXtdIfs5v,Singularity,Singularity,4zSCMg8S5ZZO3gXtdIfs5v,"['sci-fi metal', 'technical death metal']","{'href': None, 'total': 4110}",12
5Rq2C3wWiwL3NqjutXMt8e,DGM,DGM,5Rq2C3wWiwL3NqjutXMt8e,"['italian metal', 'italian power metal', 'melodic metal', 'neo classical metal', 'progressive metal', 'progressive power metal']","{'href': None, 'total': 22974}",26
20iCHO60oXbQAwEh65EGJm,Isole,Isole,20iCHO60oXbQAwEh65EGJm,"['doom metal', 'epic doom', 'neo-trad doom metal', 'swedish doom metal', 'swedish metal']","{'href': None, 'total': 7195}",14
6T5GmrbXNM9D5ptFJMMnt5,Frozen Blood,FROZEN BLOOD,6T5GmrbXNM9D5ptFJMMnt5,['slovak metal'],"{'href': None, 'total': 31}",0
7ysRLnT3R3hhAeIP4jkLE0,Rannoch,Rannoch,7ysRLnT3R3hhAeIP4jkLE0,"['british death metal', 'progressive death metal']","{'href': None, 'total': 900}",1
5ThqNILsplOvwjj9kx0Hnt,Artcell,Artcell,5ThqNILsplOvwjj9kx0Hnt,"['bangladeshi rock', 'south asian metal']","{'href': None, 'total': 169898}",24
77demfKOcPq0bvtojdSlbV,Winter's Verge,Winter's Verge,77demfKOcPq0bvtojdSlbV,"['cypriot metal', 'greek metal']","{'href': None, 'total': 1141}",1
134bOoauQRrqGe4KE7jUnb,Nethertale,Nethertale,134bOoauQRrqGe4KE7jUnb,['spanish death metal'],"{'href': None, 'total': 118}",0
28pS8WVbFstY0o1SrqCf8I,Firehouse,Firehouse,28pS8WVbFstY0o1SrqCf8I,"['album rock', 'glam metal', 'hard rock']","{'href': None, 'total': 777179}",56
0tLsmd6Rv3GN3wyv4Z6VkF,The Hidden Hand,The Hidden Hand,0tLsmd6Rv3GN3wyv4Z6VkF,"['doom metal', 'stoner metal', 'stoner rock']","{'href': None, 'total': 4977}",6
0kqafIf21Hks2EI9sSWywt,Azaghal,Azaghal,0kqafIf21Hks2EI9sSWywt,"['black metal', 'dark black metal', 'finnish black metal', 'tolkien metal']","{'href': None, 'total': 21136}",20
1DxzRP7aTnXlXtASWkWi9i,Fireball Ministry,Fireball Ministry,1DxzRP7aTnXlXtASWkWi9i,"['alternative roots rock', 'retro metal', 'stoner metal', 'stoner rock']","{'href': None, 'total': 26690}",28
2BQ6kU5WrbK8qncGLWYOtB,Echoterra,Echoterra,2BQ6kU5WrbK8qncGLWYOtB,"['gothic metal', 'gothic symphonic metal', 'minneapolis metal', 'symphonic metal']","{'href': None, 'total': 3603}",3
05rB5dz9sIB3wFn51R6xsp,Susperia,Susperia,05rB5dz9sIB3wFn51R6xsp,"['black thrash', 'melodic thrash', 'norwegian black metal', 'norwegian metal']","{'href': None, 'total': 7972}",17
7bNXHuDFcbRlxkWDe3EstH,Pray for Teeth,Pray for Teeth,7bNXHuDFcbRlxkWDe3EstH,['pittsburgh metal'],"{'href': None, 'total': 311}",0
47HWlvi6w1Yqir2DAr11B0,Avichi,Avichi,47HWlvi6w1Yqir2DAr11B0,['chaotic black metal'],"{'href': None, 'total': 685}",1
2RuDG9NlUgTW04m58aFp2M,Of Corpse,Of Corpse,2RuDG9NlUgTW04m58aFp2M,['british death metal'],"{'href': None, 'total': 32}",0
5SpbydXlVV3ZCgYOP4BGW5,BlackHelm,Blackhelm,5SpbydXlVV3ZCgYOP4BGW5,['australian metal'],"{'href': None, 'total': 556}",0
2IBYtNwGzJrKm6huCr5VLx,Coraxo,Coraxo,2IBYtNwGzJrKm6huCr5VLx,['finnish death metal'],"{'href': None, 'total': 392}",0
407nlc9ACIBXzVfTmb8Gga,Wardomized,Wardomized,407nlc9ACIBXzVfTmb8Gga,"['british grindcore', 'northern irish punk']","{'href': None, 'total': 138}",2
4nMD4N2xjKvpNTj735nG6n,Imperador Belial,Imperador Belial,4nMD4N2xjKvpNTj735nG6n,['brazilian black metal'],"{'href': None, 'total': 254}",0
08pfvfaswGFhlXz4j50eOP,Aeternus,Aeternus,08pfvfaswGFhlXz4j50eOP,"['black metal', 'dark black metal', 'norwegian black metal', 'norwegian metal', 'pagan black metal']","{'href': None, 'total': 10032}",12
1K4ZUQr2eaIqDLS8o5Gesh,Altar of Plagues,Altar Of Plagues,1K4ZUQr2eaIqDLS8o5Gesh,"['atmospheric black metal', 'avant-garde black metal', 'avant-garde metal', 'blackgaze', 'cascadian black metal', 'drone metal', 'irish black metal', 'irish metal', 'post-black metal', 'post-doom metal', 'post-metal', 'voidgaze']","{'href': None, 'total': 31728}",25
1SsJn5kSccXHULLXk9V1si,Arallu,Arallu,1SsJn5kSccXHULLXk9V1si,"['israeli metal', 'oriental metal']","{'href': None, 'total': 1604}",10
1PK0vV2GxqFv37yOyk9Vc8,In Slumber,In Slumber,1PK0vV2GxqFv37yOyk9Vc8,['austrian black metal'],"{'href': None, 'total': 901}",2
1NN7bHyJ8xkWDUHIeHWHqT,Stigmatic Chorus,Stigmatic Chorus,1NN7bHyJ8xkWDUHIeHWHqT,['russian black metal'],"{'href': None, 'total': 310}",1
1MrmoH1IWMzR8o41lEbVvB,Thorr-Axe,Thorr-Axe,1MrmoH1IWMzR8o41lEbVvB,['black sludge'],"{'href': None, 'total': 461}",1
5gfvf8wmzLYbofHCOaTTjJ,Powermad,Powermad,5gfvf8wmzLYbofHCOaTTjJ,"['minneapolis metal', 'old school thrash', 'power thrash', 'speed metal']","{'href': None, 'total': 5797}",21
0lckakpz2rQ5ZkvZY8RL2U,Legion of Decadence,Legion of Decadence,0lckakpz2rQ5ZkvZY8RL2U,['metal noir quebecois'],"{'href': None, 'total': 24}",0
45SvvyIXX9VnwpOlWrKtgT,Viernes 13,Viernes 13,45SvvyIXX9VnwpOlWrKtgT,['chicano punk'],"{'href': None, 'total': 7786}",17
6bWsaFGO8D4NglWWHeLtTo,Arathorn,Arathorn,6bWsaFGO8D4NglWWHeLtTo,"['german black metal', 'tolkien metal']","{'href': None, 'total': 460}",1
2aVEeathPvV8rdHTA6U5Az,Cleaver,Cleaver,2aVEeathPvV8rdHTA6U5Az,['norwegian death metal'],"{'href': None, 'total': 24}",0
0udqAUDigzJruh9yO8CLCW,Cranial Osteotomy,Cranial Osteotomy,0udqAUDigzJruh9yO8CLCW,"['russian death metal', 'slam death metal']","{'href': None, 'total': 8543}",13
0pT4Z78fyJMkR78bFmhxIU,Heresy,Heresy,0pT4Z78fyJMkR78bFmhxIU,"['crust punk', 'hardcore punk', 'thrash core']","{'href': None, 'total': 8884}",18
7IS0IuFjc363IFqMAbR2J3,Heresy,Heresy,7IS0IuFjc363IFqMAbR2J3,['metal tico'],"{'href': None, 'total': 3592}",8
1bePQ9ND5EQIlicUKU0SaS,Lie in Ruins,Lie in Ruins,1bePQ9ND5EQIlicUKU0SaS,['finnish death metal'],"{'href': None, 'total': 1791}",3
2KWxgWEAt6Sw2yoR5M7ANV,Michael Harris,Michael Harris,2KWxgWEAt6Sw2yoR5M7ANV,"['neo classical metal', 'shred']","{'href': None, 'total': 1339}",21
5ofZ15S8lDwRMjkUTqSxGN,Michael Harris,Michael Harris,5ofZ15S8lDwRMjkUTqSxGN,['shred'],"{'href': None, 'total': 147}",2
2Mz5qpR3WxbcBwZBsmraWE,Panopticon,Panopticon,2Mz5qpR3WxbcBwZBsmraWE,"['atmospheric black metal', 'autonomous black metal', 'bosnian electronic', 'chaotic black metal', 'folk black metal', 'forest black metal', 'kentucky metal', 'post-doom metal', 'post-metal', 'usbm', 'voidgaze']","{'href': None, 'total': 50998}",30
3pJQ3y7MmZ8MnMnS42oYHH,Mind Key,Mind Key,3pJQ3y7MmZ8MnMnS42oYHH,"['italian progressive metal', 'melodic progressive metal']","{'href': None, 'total': 3134}",3
0GLRrajqM7SzVvYo6M0jl2,Lorelei,Lorelei,0GLRrajqM7SzVvYo6M0jl2,['symphonic deathcore'],"{'href': None, 'total': 1094}",6
0p2Fowf3zTGGV9TPnUYmBi,Sanguinary Execution,Sanguinary Execution,0p2Fowf3zTGGV9TPnUYmBi,['metal ecuatoriano'],"{'href': None, 'total': 525}",1
28WmNOapxNgT5J2xykIOTO,Invdrs,INVDRS,28WmNOapxNgT5J2xykIOTO,"['black sludge', 'utah metal']","{'href': None, 'total': 445}",17
5WESwapJTWSV1BZmcwOFh9,Tartarus Depth,Tartarus Depth,5WESwapJTWSV1BZmcwOFh9,"['greek black metal', 'occult black metal']","{'href': None, 'total': 65}",0
4Y5CKbAT8fHWEbpLGFNygB,Falls of Rauros,Falls of Rauros,4Y5CKbAT8fHWEbpLGFNygB,"['atmospheric black metal', 'folk black metal', 'new england metal', 'usbm', 'voidgaze']","{'href': None, 'total': 16013}",21
3J5SsMxsCuNjk3x1KLKkqa,Age of Shadows,Age of Shadows,3J5SsMxsCuNjk3x1KLKkqa,['western ny metal'],"{'href': None, 'total': 48}",0
3wCLgxBQnkWrOVCYVOagu6,Descant Gott,Descant Gott,3wCLgxBQnkWrOVCYVOagu6,['pinoy metal'],"{'href': None, 'total': 142}",1
320cJWCS8lBX2jygTsN2so,Disown,Disown,320cJWCS8lBX2jygTsN2so,['electronic rock'],"{'href': None, 'total': 183}",1
3bK5P4PqXZQOtzkSDXzym1,Sheephead,Sheephead,3bK5P4PqXZQOtzkSDXzym1,['german metalcore'],"{'href': None, 'total': 575}",0
22it7jtcX5K5jllYim08Vq,Giant of the Mountain,Giant of the Mountain,22it7jtcX5K5jllYim08Vq,['lovecraftian metal'],"{'href': None, 'total': 287}",0
2xSsjCXoxD33dWttNtn5pl,Niharp,Niharp,2xSsjCXoxD33dWttNtn5pl,['rock campineiro'],"{'href': None, 'total': 322}",0
5kEEihcKrEn8CN2uebk1sC,Trelleborg,Trelleborg,5kEEihcKrEn8CN2uebk1sC,"['deep folk metal', 'russian folk metal']","{'href': None, 'total': 368}",0
18XDlbmFzxEqhERKpae5UK,Nigredo,Nigredo,18XDlbmFzxEqhERKpae5UK,"['greek black metal', 'greek metal']","{'href': None, 'total': 337}",0
7nqNIBAWQN4OBiLbGrwFbc,Mincing Fury and Guttural Clamour of Queer Decay,Mincing Fury and Guttural Clamour of Queer Decay,7nqNIBAWQN4OBiLbGrwFbc,"['goregrind', 'pornogrind', 'technical grindcore']","{'href': None, 'total': 3551}",7
3mfxid1FZuIGASJBFAcGsI,Centrate,Centrate,3mfxid1FZuIGASJBFAcGsI,['german thrash metal'],"{'href': None, 'total': 165}",0
4IwJgKcSVmJgRPUJsNLKBo,Totvm,Totvm,4IwJgKcSVmJgRPUJsNLKBo,"['brazilian black metal', 'metal mineiro']","{'href': None, 'total': 35}",0
4WlAL3FXZ5LCZ2HBb8HsNU,The Forsaken,The Forsaken,4WlAL3FXZ5LCZ2HBb8HsNU,"['swedish death metal', 'swedish melodeath']","{'href': None, 'total': 3641}",7
0MjlihwgwlBNbpJWLgdzk6,Faithbomb,Faithbomb,0MjlihwgwlBNbpJWLgdzk6,"['christian thrash metal', 'unblack metal']","{'href': None, 'total': 125}",0
0JTbTKKKiwbaBcjDG9FJzw,Dishearten,Dishearten,0JTbTKKKiwbaBcjDG9FJzw,['turkish black metal'],"{'href': None, 'total': 205}",1
46k8uKI0gyh0M07THRwHZw,Dishearten,Dishearten,46k8uKI0gyh0M07THRwHZw,['oriental metal'],"{'href': None, 'total': 158}",0
1aOftxMTrg4cILB3lqpHlj,Purgatorium,Purgatorium,1aOftxMTrg4cILB3lqpHlj,['korean metal'],"{'href': None, 'total': 127}",1
4SRy5bPbyNwhKxDvPrJBjp,Light This City,Light This City,4SRy5bPbyNwhKxDvPrJBjp,"['american melodeath', 'melodic metalcore']","{'href': None, 'total': 14989}",19
4bNKqwlBi5yr3muCbHBMRL,Altaar,Altaar,4bNKqwlBi5yr3muCbHBMRL,"['drone metal', 'norwegian doom metal']","{'href': None, 'total': 265}",0
6hiQztqG5jZqrLL83fbwCW,Universal Choke Sign,Universal Choke Sign,6hiQztqG5jZqrLL83fbwCW,['montana metal'],"{'href': None, 'total': 75}",0
76aUsFb8mPXYpEnNQrDziv,The Mantle,The Mantle,76aUsFb8mPXYpEnNQrDziv,['instrumental progressive metal'],"{'href': None, 'total': 521}",1
35yVMdlqtayJwkb192ePgh,Babirusa,Babirusa,35yVMdlqtayJwkb192ePgh,['progressive deathcore'],"{'href': None, 'total': 6831}",21
3qN9pgJaoqaLn1lROBXwBB,Babirusa,Babirusa,3qN9pgJaoqaLn1lROBXwBB,['indonesian thrash metal'],"{'href': None, 'total': 49}",0
2Gd7EjMDyfuCbeXtAGX9Ug,Dismembered Fetus,Dismembered Fetus,2Gd7EjMDyfuCbeXtAGX9Ug,['goregrind'],"{'href': None, 'total': 460}",1
5RV4lNtnUR6H98T11xyg3V,Killdozer,Killdozer,5RV4lNtnUR6H98T11xyg3V,"['grunge', 'noise punk', 'noise rock', 'post-hardcore']","{'href': None, 'total': 10098}",21
4PL0x6o6Wn4mWG56HrHgat,Iron Thrones,Iron Thrones,4PL0x6o6Wn4mWG56HrHgat,['minneapolis metal'],"{'href': None, 'total': 660}",2
1TN0tz6rd357QaEWfE7cpD,Inferno Nuclear,Inferno Nuclear,1TN0tz6rd357QaEWfE7cpD,['rock paraense'],"{'href': None, 'total': 354}",1
5QKknqmbDvew2XXijBxj1d,Potential Threat,Potential Threat,5QKknqmbDvew2XXijBxj1d,['anarcho-punk'],"{'href': None, 'total': 255}",1
7ppgH8QwULTjVTwadIWPDM,Tenebrarum,Tenebrarum,7ppgH8QwULTjVTwadIWPDM,['metal colombiano'],"{'href': None, 'total': 4670}",15
4H8IHgHS0T0y52pnw6tkos,Martyrdom,Martyrdom,4H8IHgHS0T0y52pnw6tkos,['brutal deathcore'],"{'href': None, 'total': 537}",1
6uKF12DnIpwP1LaxDRwEy4,Martyrdom,Martyrdom,6uKF12DnIpwP1LaxDRwEy4,['metal baiano'],"{'href': None, 'total': 137}",0
4tIW8CHT2RpetJqK0yR04T,Midnight Eternal,Midnight Eternal,4tIW8CHT2RpetJqK0yR04T,"['fallen angel', 'symphonic power metal']","{'href': None, 'total': 2832}",3
3Y9WD3GQzU0NxsD5Sv1HEI,Wardrum,Wardrum,3Y9WD3GQzU0NxsD5Sv1HEI,"['greek metal', 'symphonic power metal']","{'href': None, 'total': 3417}",12
2trv6pEHIxmrISQy7EMDNw,Naamah,Naamah,2trv6pEHIxmrISQy7EMDNw,['romanian black metal'],"{'href': None, 'total': 120}",0
1NMlgSgBH5Fk99iArrZopt,Cloak of Altering,Cloak of Altering,1NMlgSgBH5Fk99iArrZopt,"['avant-garde black metal', 'avant-garde metal', 'chaotic black metal']","{'href': None, 'total': 785}",1
1xzHRStx9gCg5yVOkEh9iA,Black Boned Angel,Black Boned Angel,1xzHRStx9gCg5yVOkEh9iA,"['drone', 'drone metal', 'nz metal']","{'href': None, 'total': 1337}",1
3vgkENN8d89zeXuKPkvi20,Arcanum Sanctum,Arcanum Sanctum,3vgkENN8d89zeXuKPkvi20,"['deep melodic death metal', 'russian death metal']","{'href': None, 'total': 356}",0
6MC1i9hToT9dRxdN4hIHEW,Bloody Hammers,Bloody Hammers,6MC1i9hToT9dRxdN4hIHEW,"['north carolina metal', 'psychedelic doom']","{'href': None, 'total': 20528}",34
7DhgY8idTWReJSkzMy0HqX,Daemonicus,Daemonicus,7DhgY8idTWReJSkzMy0HqX,"['grisly death metal', 'swedish death metal']","{'href': None, 'total': 2120}",5
16lCVf75yFqFPZEV6hFuHw,Angel of Sodom,Angel of Sodom,16lCVf75yFqFPZEV6hFuHw,['christian thrash metal'],"{'href': None, 'total': 952}",2
4svXBIimqqJbpyAUxuxSct,Alfa Eridano Akhernar,Alfa Eridano Akhernar,4svXBIimqqJbpyAUxuxSct,"['mexican black metal', 'mexican metal']","{'href': None, 'total': 351}",0
7wEPicrW5P1ThSykLfqfxK,Chevalier,Chevalier,7wEPicrW5P1ThSykLfqfxK,"['finnish heavy metal', 'nwothm']","{'href': None, 'total': 2692}",6
5RLz3WPD2aQh4DP3l7WwLm,Endseeker,Endseeker,5RLz3WPD2aQh4DP3l7WwLm,['german death metal'],"{'href': None, 'total': 5797}",10
0z2c4FP4vSzvtxnVVZO4kf,Ebonsight,Ebonsight,0z2c4FP4vSzvtxnVVZO4kf,"['turkish black metal', 'turkish metal']","{'href': None, 'total': 257}",1
4PFKyFSnjuIyFpdT02plTj,Venerea,Venerea,4PFKyFSnjuIyFpdT02plTj,"['fast melodic punk', 'malmo indie', 'melodic hardcore', 'skate punk']","{'href': None, 'total': 8409}",24
3SAsnLrlDZu48aChMfG10s,Farcry,Farcry,3SAsnLrlDZu48aChMfG10s,['melodic hard rock'],"{'href': None, 'total': 288}",0
4s8L9dpyzt9MjFVLbqswZ4,Koprotopsy,Koprotopsy,4s8L9dpyzt9MjFVLbqswZ4,['french death metal'],"{'href': None, 'total': 2}",0
7BzRRXqlcVEImvKQc30sLW,Abyss Lord,Abyss Lord,7BzRRXqlcVEImvKQc30sLW,['german death metal'],"{'href': None, 'total': 20}",0
7d9eDIkcZfxuGrRCqxhtwd,Monolyth,Monolyth,7d9eDIkcZfxuGrRCqxhtwd,['power thrash'],"{'href': None, 'total': 102}",0
6NBIHwMvI18TI6joGnxdut,Mount Atlas,Mount Atlas,6NBIHwMvI18TI6joGnxdut,"['german stoner rock', 'hammond organ']","{'href': None, 'total': 336}",1
0awdhVo4Ea8xkP8oIyLKef,Funeratus,Funeratus,0awdhVo4Ea8xkP8oIyLKef,['brazilian death metal'],"{'href': None, 'total': 1569}",4
2oC0stWXSpNZ2ttBy0LcVG,Voidcraeft,Voidcraeft,2oC0stWXSpNZ2ttBy0LcVG,"['german black metal', 'technical black metal']","{'href': None, 'total': 116}",0
46DVPQCO8UEj3kYDLzYHJM,Dead Shape Figure,Dead Shape Figure,46DVPQCO8UEj3kYDLzYHJM,"['finnish death metal', 'finnish melodeath', 'finnish metal']","{'href': None, 'total': 3667}",15
43qiJZNk28uEng7UEBJVBz,Dark Tales,Dark Tales,43qiJZNk28uEng7UEBJVBz,"['italian new wave', 'italian post punk']","{'href': None, 'total': 122}",0
1tSF1LuVmQRBWPmtTOw8mF,Frontline,Frontline,1tSF1LuVmQRBWPmtTOw8mF,"['melodic hard rock', 'nz hip hop']","{'href': None, 'total': 1787}",21
03sDKsD3y34NBAjeRHucde,Exumer,Exumer,03sDKsD3y34NBAjeRHucde,"['german metal', 'german thrash metal', 'metal', 'new wave of thrash metal', 'thrash metal']","{'href': None, 'total': 40903}",26
3g95S3UHRm2UUbAvuJCtCb,Nihilation,Nihilation,3g95S3UHRm2UUbAvuJCtCb,['progressive black metal'],"{'href': None, 'total': 71}",0
4cZ2raweUioiNyU64cSBJM,The Goths,The Goths,4cZ2raweUioiNyU64cSBJM,['brazilian heavy metal'],"{'href': None, 'total': 73}",0
2HcG0rrE6aRXexf40ijHzY,Dark Avenger,Dark Avenger,2HcG0rrE6aRXexf40ijHzY,"['brazilian metal', 'brazilian power metal']","{'href': None, 'total': 7666}",12
00bcnNBIV5pm3YseFLV1gn,Kommandant,Kommandant,00bcnNBIV5pm3YseFLV1gn,['war metal'],"{'href': None, 'total': 1392}",3
7CXgiYtZiPnwxHM8ad4hNZ,Arckanum,Arckanum,7CXgiYtZiPnwxHM8ad4hNZ,"['autonomous black metal', 'black metal', 'dark black metal', 'forest black metal', 'pagan black metal', 'swedish black metal', 'swedish metal', 'voidgaze']","{'href': None, 'total': 22134}",21
4YU2MK75i3fbktEOUz8iY3,Temple of Blood,Temple of Blood,4YU2MK75i3fbktEOUz8iY3,"['alabama metal', 'christian thrash metal', 'power thrash']","{'href': None, 'total': 399}",0
7160ULTsAfz9QpNjBaJOtX,2 Headed Chang,2 Headed Chang,7160ULTsAfz9QpNjBaJOtX,['thrash-groove metal'],"{'href': None, 'total': 184}",0
7KAC9Esu9WoxUJigYabo0I,Frigoris,Frigoris,7KAC9Esu9WoxUJigYabo0I,"['german pagan metal', 'post-black metal']","{'href': None, 'total': 1409}",4
4VhmftDNpbpmcWw98MMAvA,Gotteron,Gotteron,4VhmftDNpbpmcWw98MMAvA,['spanish death metal'],"{'href': None, 'total': 53}",0
6ARY3ssPrsJCd9KdHN0YBY,Rob Rock,Rob Rock,6ARY3ssPrsJCd9KdHN0YBY,"['christian metal', 'christian power metal']","{'href': None, 'total': 15451}",24
2FKMqGbqC3msK66GjS8kdD,DarkTribe,Darktribe,2FKMqGbqC3msK66GjS8kdD,"['french metal', 'symphonic power metal']","{'href': None, 'total': 3149}",9
7yxiKliXIVWj3oIQp91DPI,Wiht,Wiht,7yxiKliXIVWj3oIQp91DPI,"['uk doom metal', 'uk post-metal']","{'href': None, 'total': 395}",0
0OcXMAKkzHF1CkhqjAdOAm,Biomechanical,Biomechanical,0OcXMAKkzHF1CkhqjAdOAm,['progressive groove metal'],"{'href': None, 'total': 2217}",5
5bmmdsH9qe4vV82cnuBatr,Adhuk,Adhuk,5bmmdsH9qe4vV82cnuBatr,"['cosmic black metal', 'polish black metal']","{'href': None, 'total': 84}",0
0cBiR10Zh0R2zJJmcxhNFS,Whispered,Whispered,0cBiR10Zh0R2zJJmcxhNFS,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'folk metal', 'melodic death metal', 'oriental metal', 'symphonic melodic death metal']","{'href': None, 'total': 32441}",29
2pNOULf8vxaVCzfNdhD656,Prophecy of Doom,Prophecy of Doom,2pNOULf8vxaVCzfNdhD656,"['british grindcore', 'uk doom metal']","{'href': None, 'total': 514}",3
65PeXNCtwSfyb7fImq4kmh,Varaha,Varaha,65PeXNCtwSfyb7fImq4kmh,['atmospheric doom'],"{'href': None, 'total': 948}",1
0OgKdGmdtM32R9i9y9xAYu,Ironic Punishment Division,Ironic Punishment Division,0OgKdGmdtM32R9i9y9xAYu,['cleveland metal'],"{'href': None, 'total': 61}",0
02lKfeEtUrppZw9WNOWKQr,Space Mirrors,Space Mirrors,02lKfeEtUrppZw9WNOWKQr,['deep space rock'],"{'href': None, 'total': 109}",0
5o9n4NXeYaJQWMMvfDAJNO,Dark Alchemy,Dark Alchemy,5o9n4NXeYaJQWMMvfDAJNO,['portuguese black metal'],"{'href': None, 'total': 35}",0
3iSORLy7akvZ1g6QUMnM5f,Venom Prison,Venom Prison,3iSORLy7akvZ1g6QUMnM5f,"['british death metal', 'vegan straight edge', 'welsh metal']","{'href': None, 'total': 35202}",29
22FfB0haTvQb0TVfsqSRS4,Screaming Savior,Screaming Savior,22FfB0haTvQb0TVfsqSRS4,['chinese metal'],"{'href': None, 'total': 351}",0
1AM1utwDiJe2kArocbZ3FA,Solothus,Solothus,1AM1utwDiJe2kArocbZ3FA,"['death doom', 'finnish death metal', 'finnish doom metal']","{'href': None, 'total': 2473}",5
716TS0ui7O6X31SCE3ubM7,Imperial Conquest,Imperial Conquest,716TS0ui7O6X31SCE3ubM7,['florida death metal'],"{'href': None, 'total': 41}",0
04U6gaAZrSYvtOuLOcqEUk,Dirge Within,Dirge Within,04U6gaAZrSYvtOuLOcqEUk,['groove metal'],"{'href': None, 'total': 3382}",9
0hoDGN65J0YVmmbmouULEC,Pantheist,PANTHEIST,0hoDGN65J0YVmmbmouULEC,"['doom metal', 'funeral doom', 'progressive doom']","{'href': None, 'total': 9393}",11
0ZKdNqJn6Wsep5uxwoBrjN,Blind Stare,Blind Stare,0ZKdNqJn6Wsep5uxwoBrjN,"['finnish death metal', 'finnish melodeath', 'melodic death metal', 'symphonic melodic death metal']","{'href': None, 'total': 2328}",3
4UjZ7mTU7g24TqXgWBu43R,Craven,Craven,4UjZ7mTU7g24TqXgWBu43R,['mexican metal'],"{'href': None, 'total': 904}",4
5rP1Vbli4ypI3Txp0f00DB,Nox Aeterna,Nox Aeterna,5rP1Vbli4ypI3Txp0f00DB,"['symphonic death metal', 'symphonic melodic death metal']","{'href': None, 'total': 422}",4
5HlLXhnCW9MgDOf39MBv0z,Witch Charmer,Witch Charmer,5HlLXhnCW9MgDOf39MBv0z,['uk doom metal'],"{'href': None, 'total': 328}",0
3Bv5btxNbwbt79fcjw9DAg,Ulcerate,Ulcerate,3Bv5btxNbwbt79fcjw9DAg,"['brutal death metal', 'death metal', 'dissonant death metal', 'nz metal', 'post-doom metal', 'progressive death metal', 'technical black metal', 'technical death metal', 'voidgaze', 'voidgrind']","{'href': None, 'total': 37096}",29
6RsJSn1A0g7nhMXoj2guPa,In Reverence,In Reverence,6RsJSn1A0g7nhMXoj2guPa,['swedish death metal'],"{'href': None, 'total': 1781}",4
5NW4k6P3fdSqCaIjutMIqH,Manunkind,Manunkind,5NW4k6P3fdSqCaIjutMIqH,['death industrial'],"{'href': None, 'total': 26}",0
71GBXBBkkwR2XqHkfPpRz9,FireSword,Firesword,71GBXBBkkwR2XqHkfPpRz9,"['metal balear', 'spanish black metal']","{'href': None, 'total': 35}",0
4mnp6YW545j0Qb5PYS9Wmv,Ultra Vomit,Ultra Vomit,4mnp6YW545j0Qb5PYS9Wmv,['french rock'],"{'href': None, 'total': 65779}",41
2BqY0jI6Adj7EVhanSrS4X,Sator Marte,Sator Marte,2BqY0jI6Adj7EVhanSrS4X,"['cryptic black metal', 'czsk black metal']","{'href': None, 'total': 230}",0
