Altered Vision,progressive metal//thrash metal
Alterhate,thrash metal
Alterity,death metal
Alternative Attack,thrash metal
Alterrik,thrash metal//speed metal
Altharya,symphonic metal//power metal
Althea,progressive metal
Altherea,gothic metal
Altitudes & Attitude,heavy metal
Altona,progressive metal
Altruismus,gothic metal
Altum Atramentum,black metal
Altura,progressive metal
Alturiak,black metal
Altus Ultionis,black metal
Altuun,black metal
Alvear Oeste,heavy metal
Always Fallen,metalcore metal//thrash metal
Always at War,thrash metal
Alwe,thrash metal
Alyeska,progressive metal
Alyson Hell,power metal//speed metal
Alyze,heavy metal
Alzir,progressive metal
Amadis,power metal
Amalek,black metal//death metal//progressive metal
Amara,heavy metal
Amarantine,black metal//death metal//gothic metal
Amarna Sky,progressive metal//industrial metal//doom metal
Amateur Death Photos,death metal//experimental metal//grindcore metal
Amatory,gothic metal
Amatris,gothic metal
Amaymon,death metal
Amaze Knight,progressive metal
Amazing Grave,death metal
Ambassador,power metal
Ambcrave,thrash metal
Ambehr,death metal//power metal//thrash metal
Ambeon,progressive metal
Amberdawn,death metal//progressive metal
Ambermoon,power metal//progressive metal
Ambiguitas,black metal
Ambrace,groove metal//thrash metal
Ambryo,metalcore metal//death metal//thrash metal
Ambush,death metal//power metal//thrash metal//heavy metal//speed metal
Amederia,gothic metal//doom metal
Amen,death metal//progressive metal//thrash metal
Amen Corner,black metal
Amenazha,heavy metal
Amendfoil,progressive metal
Amenkharis,gothic metal//doom metal
Amenophis Dusk,black metal//gothic metal
Amenthes,death metal//gothic metal
Amenty,death metal
American Deathwish,thrash metal
Amestigon,black metal
Amethys,power metal
Amghelis,black metal//thrash metal//heavy metal
Amidst the Withering,black metal//symphonic metal//doom metal
Amiensus,black metal//progressive metal
Amily,death metal//doom metal
Aminion,black metal//death metal
Ammonium,death metal
Amnesty,death metal//thrash metal//heavy metal//speed metal
Amnesy,heavy metal
Amnistia,thrash metal
Amocoma,black metal
Amocualli,black metal//death metal//folk metal
Amoeba,death metal
Amok,metalcore metal//black metal//death metal//thrash metal//heavy metal//grindcore metal
Amok Damnation,death metal
Amok Vedar,black metal
Amon Amarth,death metal
Amon Goeth,black metal
Amon Ra,stoner metal//heavy metal
Among Gods,death metal
Among the Betrayed,groove metal
Among the Mist,power metal
Among the Mortals,death metal
Among the Ruins,black metal//death metal//thrash metal
AmongRuins,death metal
Amor's Arrows,power metal
Amora,death metal//thrash metal
Amora Savage,metalcore metal
Amoral Vuslat,death metal
Amoreen,power metal//thrash metal
Amorgen,death metal//folk metal
Amoris Umbra,gothic metal//doom metal
Amorphead,death metal//thrash metal
Amorpheus,death metal
Amorphosa,thrash metal
Amorphous Mass,death metal
Amorticure,death metal//gothic metal
Amortis,black metal//death metal
Ampast,death metal//progressive metal
Ampedra,groove metal
Amphion,black metal//death metal//progressive metal
Amphitrium,black metal//death metal
Amphitryon,death metal//doom metal
Amphy Terror,thrash metal
Amplified Memory,death metal
Amprage,heavy metal
Ampulheta,black metal
Amputador,death metal//grindcore metal
Amputated Christ,black metal
Amputation Spree,death metal//progressive metal
Amreta,black metal
Amsvartner,black metal//death metal
Amthrya,black metal
Amulance,power metal//speed metal
Amunisi,grindcore metal
Amylias Circus,black metal
An Eater's Curse,death metal
An Erotic Funeral,black metal
An Handful of Dust,power metal//progressive metal//thrash metal
An Norvys,folk metal
AnJ,thrash metal//heavy metal
Anaal Nathrakh,black metal//industrial metal//grindcore metal
Anaalia,death metal//grindcore metal
Anachronia,progressive metal
Anachronoz,death metal//thrash metal
Anacreon,death metal//symphonic metal//gothic metal//doom metal
Anacryptic,death metal
Anadora,folk metal
Anaemia,groove metal//death metal//progressive metal//doom metal//grindcore metal
Anaesthesia,death metal//grindcore metal
Anagnorisis,black metal//death metal
Anak Tomb,black metal//death metal//grindcore metal
Anakeion,black metal//symphonic metal//doom metal
Anakim,sludge metal//death metal
Anakonda,doom metal
Anakronistisk,black metal
Anal Abort,grindcore metal
Anal Blast,death metal//grindcore metal
Anal Destructor,thrash metal
Anal Penis,death metal//grindcore metal
Anal Plug,death metal
Anal Prolapse,death metal//grindcore metal
Anal Property,death metal
Anal Supersonic Sex,grindcore metal
Anal Vomit,black metal//death metal//thrash metal
Analectomy,death metal
Analepsy,death metal
Analimal,heavy metal
Anality,death metal//grindcore metal
Analstorm,death metal//thrash metal
Analysis,heavy metal
Anam Cara,black metal//doom metal
Anarchadia,progressive metal//thrash metal
Anarchaos,death metal//thrash metal
Anarchic Destruction,thrash metal
Anarchsphere,metalcore metal//death metal
Anarni,black metal
Anathematize,thrash metal
Anatomiae Occultii,progressive metal//gothic metal
Anatomy,black metal//death metal//grindcore metal
Anatomy of the Void,groove metal//death metal
Anatta,electronic metal//symphonic metal//power metal
Anax,death metal
Anaxes,progressive metal
Ancalagon,black metal//pagan metal//thrash metal
Ancaman,grindcore metal
Ancestral Damnation,death metal
Ancestral Goetia,black metal
Ancestral Kvltv,black metal
Ancestral Legion,death metal
Ancestral Terror,death metal//thrash metal
Ancestral Volkhves,black metal//folk metal
Ancestros,death metal//thrash metal
Anchor,groove metal//death metal
Ancient,black metal//thrash metal//doom metal
Ancient Ascendant,death metal
Ancient Crypts,death metal
Ancient Curse,black metal//power metal//progressive metal//thrash metal
Ancient Darkness,black metal
Ancient Elm,heavy metal
Ancient Evil,thrash metal
Ancient Existence,death metal
Ancient Horde,death metal//thrash metal
Ancient Moonlight,black metal
Ancient Morass,black metal
Ancient Necropsy,death metal
Ancient Prophecy,black metal//death metal//power metal//gothic metal
Ancient Rain,black metal
Ancient Reign,folk metal
Ancient Rune,black metal
Ancient Sadness,black metal
Ancient Serpent,black metal//death metal//progressive metal
Ancient Slumber,black metal//death metal//thrash metal
Ancient Spheres,black metal
Ancient Tale,progressive metal//heavy metal
Ancient Warlord,black metal
Ancient Wyrm,symphonic metal//power metal
Anckora,gothic metal//industrial metal
Ancst,black metal
And Hell Followed With,deathcore metal//death metal
And Plagues Will Follow,metalcore metal//death metal//thrash metal
And There Will Be Blood,metalcore metal//death metal
And the Angels Die,death metal//thrash metal
And the Oceans Dream Eternal,black metal//folk metal
Andastra,power metal//speed metal
Ande,black metal
Andesgard,black metal//pagan metal
Andi the Wicked,heavy metal
Andra,power metal
Andrarakh,black metal
Andras,black metal
Andraste's Rage,black metal//thrash metal
Andre Tonelli,progressive metal
Andrei Kaptsiuh,heavy metal
Andro Coulton,heavy metal
Android Empire,death metal//stoner metal//doom metal
Android Soul,symphonic metal//power metal
Andromalius,black metal//death metal
Andy J. Fredes,power metal
Andy James,heavy metal
Andy Reisert Natural Disaster,heavy metal
Anekdot,progressive metal//thrash metal
Anemnesi,death metal//progressive metal
Anesmwythder,black metal
Anestezija,thrash metal
Aneurysm,groove metal//death metal//thrash metal
Aneurysma,black metal//death metal//heavy metal
Anfitrite,symphonic metal
Angarthal,heavy metal
Angath,black metal//gothic metal//industrial metal
Angband,black metal//death metal//power metal//progressive metal//thrash metal
AngedOzen,power metal//heavy metal
Angel Blake,heavy metal
Angel Blanco,progressive metal
Angel Dust,power metal//thrash metal//heavy metal
Angel Martyr,heavy metal//speed metal
Angel Nocturno,power metal//heavy metal
Angel Smile,progressive metal
Angel Sword,heavy metal
Angel of Blasphemy,black metal
Angel of Death,black metal//death metal//progressive metal
Angel of Mercy,thrash metal//heavy metal
Angel's Sorrow,symphonic metal//gothic metal
Angel's Sperm,black metal//death metal
AngelRuin,death metal
Angelcorpus,gothic metal
Angeldeath,death metal
Angeles del Infierno,heavy metal
Angeles y Demonios,heavy metal
Angelholocaust,black metal//death metal
Angelic Deficiency,groove metal//death metal//thrash metal
Angelic Fire,heavy metal
Angelic Force,power metal
Angelic Viscera,black metal
Angelizer,death metal
Angelkillers,heavy metal
Angels Decay,power metal//progressive metal
Angels Fall,power metal//speed metal
Angels May Cry,metalcore metal
Angels in Black,heavy metal
Angels in Exile,gothic metal//thrash metal//doom metal
Angelwarrior Ace,power metal//heavy metal
Anger Cult,death metal//thrash metal
Anger Within,death metal//thrash metal
Anger of God,black metal//death metal
Angerdome,groove metal
Angerfix,thrash metal//doom metal
Angerkill,groove metal//thrash metal
Angerseed,death metal
Angerstorm,death metal
Angerstrike,metalcore metal//death metal
Angerwound,groove metal//death metal//thrash metal
Angest Herre,black metal//doom metal
Angker,gothic metal
Angmaer,black metal
Angmar,black metal//death metal
Angoisse,black metal
Angor,death metal//thrash metal//heavy metal//doom metal
Angry Again,groove metal
Angry Bastard,thrash metal
Angry Demon,black metal//gothic metal
Angryon,black metal//gothic metal
Angst,black metal//thrash metal//heavy metal
Angst for the Memories,metalcore metal//death metal
Angstwald,black metal
Anguish Force,power metal//thrash metal//heavy metal
Anguish in Exile,death metal//industrial metal
Anguished,black metal
Angur,black metal//pagan metal
Anhedonist,death metal//doom metal
Anhedony,death metal//thrash metal
Anholt,black metal
Anient,death metal//thrash metal
Anigma,thrash metal//speed metal
Anima,deathcore metal//black metal//death metal//power metal//progressive metal//gothic metal//heavy metal//doom metal
Anima Chasmata,doom metal
Anima Damnata,black metal//death metal
Anima Inmortalis,death metal
Anima Poetae,gothic metal
Anima Sacra,power metal//heavy metal
Animae Vector,gothic metal
Animamortua,thrash metal//heavy metal
Animanick,power metal//progressive metal
Animas Belli,black metal//death metal//experimental metal
Animas Negras,power metal//heavy metal
Animetal,speed metal
Animhate,death metal
Animica,metalcore metal//progressive metal
Animist,black metal//death metal//progressive metal
Animo Aeger,black metal
Animos Nocti,black metal//death metal
Animus Divine,metalcore metal//groove metal//death metal
Animvs Infirmvs,black metal
Aniroe,black metal//doom metal
Aniron,symphonic metal//gothic metal
Anjana,black metal
Anken,electronic metal//progressive metal
Ankhalimah,symphonic metal//power metal
Ankle Deep in Blood,death metal
Ankor,power metal//heavy metal
Ankrismah,black metal
Anksunamoon,black metal
Anlace,death metal//progressive metal
Anlis,gothic metal
Anmod,death metal//grindcore metal
Anna Pest,metalcore metal//black metal//industrial metal
Annatar,symphonic metal//gothic metal
Annihilate,black metal//death metal
Annihilation of Power,power metal//heavy metal
Annihilator,groove metal//thrash metal
Annihilatus,black metal
Annisa Wulandari,power metal//folk metal
Anno Domini Mortus,black metal
Anno Mundi,doom metal
Annotations of an Autopsy,deathcore metal
Annoy,death metal//thrash metal
Annoyance,death metal//thrash metal
Annthennath,black metal
Annulation,thrash metal//heavy metal
Annunciation,death metal
Anociticus,black metal//death metal
Anomia,thrash metal
Anonima Sequestri,death metal
Anonoument,death metal//thrash metal
Anopsia,thrash metal
Anorexia Nervosa,black metal//symphonic metal
Anorimoi,thrash metal//heavy metal
Anorrectal Protuberance,death metal//grindcore metal
Another Dawn Comes,deathcore metal
Another Day,death metal//progressive metal
Another Dimension,death metal
Another Hell,groove metal//death metal
Another Messiah,death metal//progressive metal//doom metal
Another Perfect Day,death metal//progressive metal
Another Shrine,power metal
Another Side of the Mirror,death metal
Another Vendetta,deathcore metal
Anphisbenah,death metal
Anphora,death metal//thrash metal
Anschluss,death metal//thrash metal
Ansgar,viking metal
Ansur,black metal//death metal//progressive metal//industrial metal
Ansuz,black metal//symphonic metal//power metal
Antacid,thrash metal
Antagonist Mortiis,black metal
Antagonized,death metal
Antalgia,symphonic metal//progressive metal
Antar,death metal//symphonic metal
Antarcht,black metal
Antarctica,death metal
Antarctis,heavy metal
Antarhes,gothic metal
Antebellum,thrash metal
Antebellum666,black metal//death metal
Antharos,black metal
Anthea,death metal//thrash metal
Anthelion,black metal//symphonic metal//progressive metal
Anthemic,progressive metal//thrash metal
Anthems of Hate,metalcore metal//death metal
Anthenora,power metal//heavy metal
Anthracite,death metal//heavy metal
Anthrax,groove metal//thrash metal
Anthropicide,black metal
Anthropinism,death metal
Anthropophagus,black metal//death metal
Anthropophagus Maniac,black metal
Anthrovore,death metal
Anthyma,symphonic metal//gothic metal
Anti,black metal//thrash metal
Anti Human,black metal//death metal
Anti-Fashion,thrash metal
Anti-Human Thesis,black metal
Anti-Systematic,gothic metal//industrial metal
AntiCorpse,black metal//death metal//thrash metal
AntiVoid,death metal
Antibiotica666,death metal//thrash metal
Antibody,sludge metal//progressive metal//doom metal
Antichrist Dominius,black metal
Antichristian Kommando,black metal
Antichthon,black metal
Anticristo,black metal//death metal
Antidogma,black metal
Antifreeze,progressive metal
Antigama,death metal//grindcore metal
Antiglare,symphonic metal//power metal
Antiklerical,black metal
Antikrist Kommand,black metal//speed metal
Antikristo Vomitose,black metal
Antilles,thrash metal
Antimelodix,black metal
Antioch,black metal//heavy metal
Antipathic,death metal
Antipathiea,groove metal//death metal
Antipathy,death metal
Antiquus,black metal//death metal//power metal//progressive metal//industrial metal//doom metal
Antitheos,black metal
Antivenom,black metal
Antiverse,death metal//thrash metal
Anton Johansson's Galahad Suite,power metal//progressive metal
Antonello Giliberto,power metal
Antonio Pantano,symphonic metal//power metal//progressive metal
Antrodemus,death metal
Antropofagus,death metal
Antropomorfia,death metal
Antropomorphia,death metal
Antropophobia,black metal//death metal//avant-garde metal//progressive metal//doom metal
