Burn the Witch,groove metal
Burn to Black,black metal//thrash metal
Burnclear,progressive metal//heavy metal
Burning,thrash metal//heavy metal
Burning Bethlehem,black metal
Burning Black,heavy metal
Burning Brains,heavy metal
Burning Buses,power metal//heavy metal
Burning Churches,black metal//death metal//grindcore metal
Burning Cities,metalcore metal
Burning Darkness,black metal//death metal
Burning Flesh,death metal
Burning Heaven,heavy metal
Burning Human,death metal
Burning Leather,heavy metal
Burning Loss,sludge metal//stoner metal//doom metal
Burning Man,sludge metal//thrash metal
Burning Oath,death metal
Burning Saviours,doom metal
Burning Souls,heavy metal
Burning Vision,heavy metal
Burning a Marvelous Life,death metal//grindcore metal
Burning at the Stake,death metal
Burning in Hell,power metal
Burning the Day,death metal
Burninside,death metal
Burnkill,death metal//thrash metal
Burnt,groove metal//black metal
Burnt Black Rebellion,groove metal
Burnt City,power metal//progressive metal
Burnt Fase,power metal//thrash metal
Burnt Shadows,groove metal//thrash metal
Burnt to Ashes,progressive metal
Burrow,sludge metal//doom metal
Burshtyn,black metal
Burstin' Out,black metal//speed metal
Burtul,death metal
Bury Them All,metalcore metal
Bury the Existence,metalcore metal
Bury the Memories,deathcore metal
Bury the Pariah,death metal
Bury the Truth,metalcore metal//death metal
Bushfire,stoner metal
Bushwhacker,progressive metal
Buskin Method,thrash metal
Butamacho,death metal
Butcher,black metal//death metal//power metal//progressive metal//thrash metal//heavy metal
Butcher ABC,death metal
Butcher Instinct,death metal//grindcore metal
Butcher's Block,death metal//thrash metal
Butchered Bitch,death metal//grindcore metal
Butchered Humanity,death metal//grindcore metal
Butchered Saint,death metal
Butcherpriest,industrial metal
Butelka,sludge metal//thrash metal
ButterButtButler,death metal//grindcore metal
Butterfly Coma,metalcore metal
Buzirak,black metal
Buzrael,black metal
Buzruh,black metal
Buzz Cult,death metal//thrash metal
Buzzard,avant-garde metal//progressive metal//thrash metal//speed metal
Buzzards of Babylon,stoner metal//heavy metal
Buzzmeg,groove metal//stoner metal//thrash metal
BuzzzLiner,sludge metal//stoner metal
Bvas,stoner metal
Bvrtan,black metal
By Any Means Necessary,thrash metal
By Disgrace of God,black metal
By Force,thrash metal
By Solitude,death metal
By the Sins Fell Angels,death metal
Byatis,death metal
Byblis,black metal//death metal
Byron,thrash metal
Byzantine,groove metal
C-One,progressive metal//heavy metal
C-War,death metal
C.C.S.,power metal//thrash metal
C.F.C.,thrash metal
C.O.B.R.A.,heavy metal
C/56,thrash metal
CAB,heavy metal//doom metal
CJSS,heavy metal
CM,black metal//folk metal
COAG,death metal//grindcore metal
CP24,power metal//thrash metal
CR,groove metal
Cabal,groove metal//death metal//power metal//thrash metal//heavy metal//grindcore metal
Cabal Cripta,thrash metal
Cabals Brut,black metal
Cabracan,death metal//folk metal
Cabrero,death metal//thrash metal
Cabut Nyawa,death metal//thrash metal
Cacealma,death metal
Cachexia,death metal//grindcore metal
Cacodaemon,death metal
Cacophony,progressive metal//heavy metal//speed metal
Cactus Chainsaw,stoner metal
Cactus Hag,sludge metal//doom metal
Cactus Stoner Club 1984,stoner metal//doom metal
Cacumen,heavy metal
Cadalso,death metal
Cadaver,black metal//death metal//thrash metal//grindcore metal
Cadaver Macerandum,death metal//grindcore metal
Cadaver Symposium,death metal
Cadavera,death metal//thrash metal
Cadaveria,black metal//death metal//gothic metal//thrash metal
Cadaveric Asphyxiation,death metal
Cadaveric Crematorium,death metal//grindcore metal
Cadaveric Fumes,death metal
Cadaveric Mass,death metal
Cadaveric Poison,death metal//thrash metal
Cadaveric Stench,death metal//grindcore metal
Cadavericmutilator,death metal//grindcore metal
Cadaverina,power metal
Cadaverous Suppuration,death metal
Cadebrio,death metal
Caed Dhu,black metal
Caedere,death metal
Caedes Cruenta,black metal
Caedes Vocum,black metal
Caelestia,death metal
Caelestis,deathcore metal
Caesius,black metal
Caffas Rain,groove metal
Cage of Torment,deathcore metal
Caiaphas,metalcore metal//death metal
Cainian Legion,black metal//pagan metal
Cairn,black metal//progressive metal//doom metal//folk metal
Caitiff,black metal
Caladan Brood,black metal
Caladbolg,black metal
Calamitous Intent,death metal
Calb O'Roth,heavy metal
Calciferum,black metal//death metal
Calculating Genocide,deathcore metal//death metal
Caldwell,black metal//death metal
Cales,pagan metal//doom metal//folk metal
Caliban,metalcore metal
Caliber,metalcore metal//thrash metal
Caliber X,progressive metal
Calibern,heavy metal
Calibre Infinite,symphonic metal
Calico Jack,folk metal
California Love,sludge metal//grindcore metal
Caligatum,symphonic metal
Caliginosity,black metal
Caliginous,black metal
Caligula,black metal//avant-garde metal//thrash metal//heavy metal
Caligula's Horse,progressive metal
Caligvla,death metal
Calipash,thrash metal
Call Forth the Hordes,black metal
Call the Paramedics,death metal
Calling Card,heavy metal
Callus,groove metal//stoner metal//thrash metal
Calth,black metal
Calvaire,black metal
Calvarium Funestus,black metal
Calvary Death,death metal
Calyx,black metal
Cam,death metal//thrash metal
Camboja,symphonic metal//gothic metal
Cambrian,stoner metal//doom metal
Camelot,power metal//heavy metal
Cameron Conyer,death metal//progressive metal
Camorra,deathcore metal
Campo Minado,thrash metal
Camulus,black metal
CanKrena,death metal//thrash metal
Canary of Chaos,thrash metal
Cancer,black metal//death metal//thrash metal
Cancer Source,thrash metal
Cancer Spreading,death metal
Cancer Whore,death metal
Cancer of the Larynx,death metal//doom metal
Canceric,death metal//thrash metal
Cancerous Factor,death metal
Canchroid,death metal
Candelabro,heavy metal//doom metal
Candente,heavy metal
Candlanaft,doom metal
Candlemass,doom metal
Candleshadow,black metal
Candy Cane,avant-garde metal
Cane,groove metal//death metal//grindcore metal
"Canedy, Feinstein, Bordonaro & Caudle",heavy metal
Cangren,thrash metal//heavy metal
Canifraz,black metal//death metal//doom metal
Canis Dirus,black metal
Cannabies,death metal
Cannabis Corpse,death metal
Cannabus of Mourn,experimental metal//doom metal//grindcore metal
Canned Cries for Help,black metal//death metal
Cannibal Abortion,death metal
Cannibal Gluttony,death metal
Cannibalized,death metal//grindcore metal
Cannibe,death metal//grindcore metal
Canobliss,groove metal//thrash metal
Canonical Destruction,thrash metal
Canonised,death metal//thrash metal
Cantabile Wind,death metal
Cantens Mortem,death metal
Cantharone,groove metal
Canvasser,death metal//symphonic metal//doom metal
Caosamorts,death metal//thrash metal
Cape Torment,death metal
Cape of Bats,black metal
Capitalist Death Machine,metalcore metal//thrash metal
Capitan Flynn,heavy metal
Capitis Damnare,black metal
Capitollium,black metal//symphonic metal
Capricorn,death metal//power metal//thrash metal//heavy metal//speed metal
Captain Overboard--Radio Earth!,sludge metal
Captainpopaptain,doom metal
Captivus Diaboli,death metal
Caput LVIIIm,doom metal
Caput Mortum,black metal//death metal
Cara Dura,death metal//thrash metal
Carach Angren,black metal//symphonic metal
Carambolage,sludge metal//doom metal
Carapax,black metal//thrash metal
Caravan of Anaconda,death metal//experimental metal//grindcore metal
Caravan of Whores,stoner metal//doom metal
Caravellus,power metal//progressive metal
Carbid!,heavy metal
Carbon Cage,death metal
Carbonic Acid,power metal
Carbonized 16 Year Old Victim,death metal//grindcore metal
Carbonized Gnawing Mandible,black metal//death metal
Carbure,heavy metal
Carcariass,death metal//progressive metal
Carcereduro,folk metal
Carcharodon,death metal//stoner metal
Carcinogen,death metal//thrash metal//grindcore metal
Carcinogenic,death metal
Carcinosi,death metal
Cardiant,power metal
Cardinal Points,death metal//progressive metal
Cardinal Sin,black metal//death metal//thrash metal
Cardinal Synne,heavy metal
Cardinal Wyrm,doom metal
Cardinals Folly,doom metal
Care of Souls,thrash metal
Cargal,death metal
Carignan,death metal//grindcore metal
Cariosus,deathcore metal//black metal//death metal
Carl August Tidemann,progressive metal
Carl Casagrande,power metal
Carmeria,symphonic metal//gothic metal
Carnage,groove metal//black metal//death metal//thrash metal//heavy metal//speed metal
Carnage Inc.,thrash metal
Carnage Krew,thrash metal
Carnal,death metal//doom metal
Carnal Death,death metal//grindcore metal
Carnal Deformity,deathcore metal
Carnal Rapture,death metal
Carnal Shroud,death metal//grindcore metal
Carnalhouse,death metal//thrash metal
Carnality,death metal//grindcore metal
Carnarium,black metal//death metal//gothic metal
Carnate,death metal
Carne Humana,death metal
Carneross,thrash metal
Carneus,death metal
Carniburo,death metal//grindcore metal
Carniceiro Bizarro,black metal
Carnis Vale,black metal
Carnival Madness,thrash metal//doom metal
Carnival Sun,stoner metal//heavy metal
Carnivora Corpse,death metal
Carnivorate,death metal//grindcore metal
Carnivorous Vagina,death metal
Carnivorous Voracity,death metal
Carnopraxis,death metal
Carnyx,black metal//death metal
Carol Ann,sludge metal
Caroline Blue,heavy metal
Caroozer,groove metal//thrash metal
Carpathian Funeral,death metal
Carpathian Gate,black metal
Carpathian Wolves,black metal
Carpatia,black metal//death metal//doom metal
Carpatica,pagan metal
Carpet Room,thrash metal//heavy metal
Carpocrade,black metal//avant-garde metal//symphonic metal
Carpticon,black metal
Carrascos,thrash metal
Carrie,heavy metal
Carried the Weight,death metal//heavy metal
Carrier Flux,gothic metal//industrial metal
Carrion Cathartid,sludge metal
Carrion Crawler,death metal//thrash metal//grindcore metal
Carrion Lord,death metal//doom metal
Carrion Wraith,black metal
Carrions N.N.,heavy metal//speed metal
Carro Bomba,heavy metal
Carromato,heavy metal
Cartagen,thrash metal
Cartilage,death metal
Caruos,black metal//pagan metal
Carve the Earth,black metal//thrash metal
Carved,groove metal//death metal//symphonic metal//gothic metal
Carved Cross,black metal
Carving Betty,doom metal
Casatron,thrash metal
Cascabel,death metal//power metal//heavy metal
Cascania,gothic metal//doom metal
Cascus,death metal//progressive metal
Casket Crusher,death metal//thrash metal
Casket Feeder,death metal
Casket Raider,death metal//thrash metal
Casketnail,metalcore metal
Cassandra's Cyndrom,death metal//thrash metal
Cassiopeia,death metal//symphonic metal//progressive metal//thrash metal//heavy metal//speed metal
Cassis,power metal
Cast Asunder,progressive metal//heavy metal
Cast Away,heavy metal
Cast Iron,groove metal//thrash metal//heavy metal
Cast in Stone,black metal//death metal//thrash metal
Cast into Finality,death metal
Cast the Stone,death metal
Castahead,metalcore metal//death metal
Castifas,black metal
Castigation,death metal
Castigator,death metal//thrash metal
Castillos de Cristal,power metal//heavy metal
Castle in the Air,heavy metal
Castle of Purity,black metal
Castle of Thorns,black metal//symphonic metal
Castleway,folk metal
Castlow,thrash metal
Castrensis,death metal
Casual Silence,progressive metal
Casus,black metal//death metal
Casus Inflamed,groove metal
Cat Claw,stoner metal//doom metal
Cat o' Nine Tails,symphonic metal//power metal//folk metal
Catabasis,death metal//thrash metal
Cataclysmic,death metal//thrash metal
Catacombs,death metal//doom metal
Cataglyphis,black metal
Catalano,heavy metal
Catalysis,black metal//death metal//thrash metal
Catalyst,death metal//thrash metal
Catarrhal Noise,thrash metal
Catarsis Incarne,death metal
Catastrofe,thrash metal
Catastrophic Solutions,groove metal//death metal
Catatonia,black metal//death metal//grindcore metal
Catedral,power metal
Category V,power metal//progressive metal
Caterva Runa,black metal
Catgod,symphonic metal//power metal
Catharasis,death metal
Catharcyst,black metal//death metal
Catharist,death metal
Catharsism,sludge metal//black metal//death metal//grindcore metal
Cathartes,black metal
Cathedral Stivhet,black metal
Catrabbits,thrash metal
Cattle Extermination,death metal//grindcore metal
Catuvolcus,black metal//folk metal
Cauchemar,thrash metal//heavy metal//speed metal//doom metal
Caught in the Crossfire,groove metal//death metal
Cauldron Born,death metal//power metal//thrash metal
Cauldron Burial,black metal//death metal
Cause of Divorce,death metal//grindcore metal
Causemos,death metal
Caustic Descent,death metal
Caustic Twilight,thrash metal
Causticgod,stoner metal//heavy metal
Cauteror,death metal//doom metal
Cautivo,thrash metal
Cavaleiro Negro,heavy metal
Cavandish,black metal//death metal
Cave in Depth,symphonic metal//gothic metal
Cave of Swimmers,progressive metal//doom metal
Cavefish,thrash metal
Caveman,death metal
Caverne,black metal
Cavernlord,black metal//doom metal
Caverno,groove metal//death metal
Caverns,black metal
Caverns of Arnosh,folk metal
Cavidan,heavy metal
Cavillator,power metal//speed metal
Cavina,heavy metal
Cavitation,death metal
Cazic,black metal//death metal
Cazzofrocio,death metal//grindcore metal
Cease to Exist,black metal//death metal//grindcore metal
Cease.and.Desist,death metal//industrial metal
Ceasefire,power metal
Cefem,heavy metal
Ceifador,thrash metal
Celeborn,death metal//progressive metal
Celebrate Hate,death metal
Celesti Alliance,power metal
Celestial Asylum,power metal
Celestial Bloodshed,black metal
Celestial Empire,black metal//death metal
Celestial Fear,thrash metal
Celestial Season,death metal//doom metal
Cell Block Earth,groove metal
Cellahead,stoner metal//doom metal
Cellbound,groove metal//thrash metal
Celophys,stoner metal//doom metal
Celtibeerian,folk metal
Celtibeers,folk metal
Celticmoon,black metal
Celticthrone,black metal
Celtriade,black metal
Cematery,heavy metal
Cement Pig,sludge metal
Cemetary Desekrator,black metal
Cemetery Gates,death metal//power metal//progressive metal//thrash metal
Cenarium,black metal
Cendra,black metal
Cenizas,metalcore metal
Cenolorn,black metal//death metal//progressive metal//doom metal
Censure,death metal
Centaron,power metal
Centauro,thrash metal//heavy metal
Centaurus,progressive metal//doom metal
Centenary,death metal
Centiment,thrash metal//speed metal
Centipede,stoner metal
Centrafuge,thrash metal//heavy metal
Central Disposal,thrash metal
Centroid,death metal
Centura,metalcore metal//thrash metal
Centuria,power metal//progressive metal//heavy metal
Centurian,death metal
Century of Luxor,power metal//thrash metal
Cephalic Mugre,death metal//grindcore metal
Cephelopod,death metal//experimental metal
Cer,black metal
Cerber,black metal//death metal//thrash metal
Cerberum,black metal
Cerberus Attack,thrash metal
Cerebral Coma,death metal
Cerebral Contortion,thrash metal
Cerebral Extinction,death metal
Cerebral Torture,death metal
Cerebro,death metal//heavy metal
Cerecloth,death metal
Ceremonial Baptism,black metal
Ceremonial Bloodbath,black metal//death metal
Ceremonial Execution,death metal
Ceremonial Perfection,death metal
Ceremonium,black metal//death metal//doom metal
Cerevisia,death metal//pagan metal
Cerimonial Sacred,black metal//symphonic metal
Cernunn,black metal//pagan metal
Cerosin Cowboys,power metal//progressive metal
Cerosity,death metal//thrash metal
Certified Insane,death metal//grindcore metal
Cesare Sannino,power metal//heavy metal
Cesio,death metal
Cethegus,black metal//doom metal
Cetro,heavy metal
Chad R's Project Aggression,thrash metal//speed metal
Chadenn,black metal
Chain Reaktion,death metal//heavy metal
Chain of Dogs,thrash metal//folk metal
Chainbound,thrash metal//heavy metal
Chained and Desperate,black metal//death metal//doom metal
Chained in Agony,black metal//death metal
Chainfist,heavy metal
Chainless,heavy metal
Chains of Fire,black metal
Chains of Suffering,thrash metal
Chainsaw Ensemble,death metal//grindcore metal
Chainsoul,death metal//thrash metal
Chalize,power metal//thrash metal
Chamber of Farts,death metal//grindcore metal
Chamber of Shred,death metal
Chambercraft,black metal//thrash metal
Chambre Noir,black metal
Chamos,black metal
Changer,death metal//thrash metal
Changing Sunrise,progressive metal
Chanka,death metal//thrash metal
Channeling,gothic metal//doom metal
Chant Ancestral,symphonic metal//gothic metal
Chant of Blasphemy,black metal
Chao,black metal
Chao:Sphere,death metal//industrial metal
Chaos Aftermath,death metal//thrash metal
Chaos Altar,black metal
Chaos Catharsis,death metal
Chaos Code,heavy metal
Chaos Construct,death metal
Chaos Domain,black metal
Chaos Feeds Life,black metal//thrash metal//heavy metal
Chaos Frame,progressive metal
Chaos Incarnate,death metal//thrash metal
Chaos Lust,black metal
Chaos Panic & Disorder,thrash metal
Chaos Territory,groove metal
Chaos Within,death metal//power metal//thrash metal
Chaosanct,black metal//death metal
Chaosbaphomet,black metal
Chaosdaemon,black metal
Chaosis,groove metal
Chaoslace,death metal//thrash metal
Chaosotis,black metal
Chaospit,groove metal//death metal//thrash metal
Chaossworn,black metal//death metal
Chaostrophe,death metal
Chaosweaver,black metal//symphonic metal//industrial metal
Chaotech,death metal
Chaotic,thrash metal
Chaotic Hope,black metal
Chapel of Lucifer,black metal
Chapel of the Eye,doom metal
Chapelblaque,gothic metal
Chapter,metalcore metal//death metal
Chapter IV,thrash metal//speed metal
Chapter XII,thrash metal//heavy metal
Character,power metal//heavy metal
Charagnanna,black metal
Charakter,black metal//folk metal
Charcoal Daeth,black metal
Charing Cross,heavy metal
Chariot Throne,doom metal
Charlie Parra del Riego,power metal//thrash metal
Charlie's Frontier Fun Town,stoner metal
Charlotte the Harlot,death metal
Charly Sahona,progressive metal
Charm Designer,gothic metal//doom metal
Charmadynia,groove metal//stoner metal
Charn,power metal//speed metal
Charnal,black metal//death metal
Charnel Legion,thrash metal//speed metal
Charrua,deathcore metal
Charter,power metal//speed metal
Chased Crime,progressive metal
Chasing the Rise,metalcore metal
Chasm of Nis,death metal
Chasse-Galerie,black metal
Chastisement,death metal
Chateau,power metal
Chateau Disaster,heavy metal
Chattbox,heavy metal
ChaveZZZ Reality,heavy metal
Chayoth Ha Kadesh,black metal
Cheap Vudu,black metal//death metal
Cheel Ghar,sludge metal//doom metal
Chejron,symphonic metal
Chelmno,black metal
Chemi-Kill,thrash metal
ChemiKiller,thrash metal//speed metal
Chemical Assault,thrash metal
Chemical Burn,groove metal//power metal//thrash metal
Chemical Death,death metal//thrash metal
Chemical Devastation,thrash metal
Chemical Nurslings,death metal//grindcore metal
Chemical Reign,death metal//thrash metal
Chemical Waste,thrash metal
Chemicide,thrash metal
Chemotherapy,death metal
Cheol,black metal
Chepang,grindcore metal
Chernobog,black metal
Chernobyl,death metal//thrash metal//grindcore metal
Chernomor,black metal
Chewin' Druids,thrash metal
Chezed,death metal
Chhinnamasta,black metal
Chiaroscura,progressive metal//thrash metal
Chickadeedickcheez,progressive metal//thrash metal
Chicken Eye,grindcore metal
Chicksy Dicks,heavy metal
Child of Caesar,gothic metal
Child of Fire,heavy metal
Child's Play,power metal//progressive metal
Childrain,metalcore metal//death metal
Children of Aries,thrash metal//heavy metal
Children of Darkness,power metal
Children of Dismay,metalcore metal//thrash metal
Children of Leviathan,black metal//death metal//thrash metal
Children of Wrath,black metal//death metal//thrash metal
Children of the Reptile,heavy metal
Chiliblain,progressive metal
Chilling Vision,power metal//thrash metal
Chimera,black metal//gothic metal//thrash metal//heavy metal
Chingalera,progressive metal//thrash metal//doom metal
Chiraw,death metal
Chiroptera,metalcore metal//groove metal
Chococrispis,death metal//experimental metal
Choice,thrash metal
ChoiceFatal,groove metal
Choir Macabre,death metal//doom metal
Choir of Revenge,black metal//death metal
Choke,metalcore metal//sludge metal//groove metal//death metal//thrash metal//grindcore metal
Choke Chain,death metal
Chokeout,groove metal
Choking on Entrails,death metal//grindcore metal
Cholera,deathcore metal//death metal//progressive metal//thrash metal
Chomalets,death metal//grindcore metal
Chorea,speed metal
Choroba,black metal//death metal
Chors,black metal//pagan metal
Chowder,progressive metal//doom metal
Chrest,thrash metal
Chris Brookes,symphonic metal
Chris Heaven,heavy metal
Chris Straub,death metal
Christ,heavy metal
Christ Art Museum,sludge metal//doom metal
Christ Dismembered,black metal
Christ Hate,black metal
Christ Inversion,black metal
Christ Killer,thrash metal
Christ Malformation,death metal
Christ Tormenti,black metal
Christ's Death,death metal
Christalys,power metal//thrash metal
Christcrusher,black metal//death metal
Christdriver,industrial metal
Christian Combustion,black metal//death metal
Christian Epidemic,black metal//death metal//symphonic metal
Christmess,heavy metal
Christopher Jacobson,heavy metal
Christum Funeralius,black metal
Chromatic Shades,power metal//progressive metal
Chrome Molly,heavy metal
Chronaexus,black metal
Chronic,gothic metal//thrash metal//heavy metal
Chronic Black,death metal
Chronic Death,death metal//thrash metal
Chronic Infect,death metal
Chronic Injury,death metal
Chronic Insomnia,thrash metal
Chronic Tomb,grindcore metal
Chronic Xorn,metalcore metal
Chronicle,thrash metal
Chronicle Shadows,power metal//progressive metal
Chronicle of Tyrants,death metal
Chronix,death metal//thrash metal
Chronocide,groove metal//black metal//heavy metal//grindcore metal
Chronology,death metal//power metal//heavy metal
Chronus,heavy metal
Chrysops,death metal
Chryztyne,heavy metal
Chthe'ilist,death metal
Chthoniac,black metal
Chthonian Alchemy,gothic metal//doom metal
Chthonian Appanage,black metal
Chuan-Tzu,progressive metal//thrash metal
Chuggernaut,groove metal
Chullpa,death metal
Chupacabra,groove metal
Chupacabras,metalcore metal//thrash metal
Church Burner,death metal
Church Ruins,black metal
Church of Misery,death metal//stoner metal//doom metal
Church of Necrolust,death metal//thrash metal
Churchburner,black metal//death metal
Churchill Downs,metalcore metal//death metal
Churlish Porter,symphonic metal
Chykle,heavy metal
Cianide,death metal//doom metal
Ciber,death metal
Ciborium,death metal//progressive metal
Cicada the Burrower,black metal//progressive metal
Ciconia,progressive metal
Cideraid,thrash metal
Cimejes,black metal
Cimitero,death metal
Cimmarian Age,black metal
Cimmerian Path,black metal//symphonic metal
Cinis,black metal//death metal
Cinzas,black metal
Cipher,death metal//progressive metal//heavy metal
Cipher System,death metal
Circe,death metal
Circle,black metal//death metal
Circle Spectre Haunting,death metal//progressive metal
Circle of Beings,black metal//pagan metal
Circle of Defeat,death metal//grindcore metal
Circle of Emotions,progressive metal
Circle of Fear,death metal
Circle of Force,thrash metal//speed metal
Circle of Grief,gothic metal//doom metal//folk metal
Circle of Indifference,death metal
Circle of Infinity,black metal//thrash metal
Circle of Noose,black metal//experimental metal
Circle of Vultures,black metal
Circle of Witches,heavy metal
Circle of the Black Thorn,sludge metal//doom metal
Circle's Line,heavy metal
Circsena,black metal
Circulo Negro,black metal
Circumscriber,black metal
Circumventor,black metal//symphonic metal
Circus of Fools,groove metal//death metal//gothic metal
Cirith Gorgor,black metal
Cirugia Macabra,death metal//grindcore metal
Ciryus,gothic metal//heavy metal
Cist,death metal//thrash metal
Cithara Sanctorum,black metal
Citi,groove metal//death metal//thrash metal
Cities of Desolation,deathcore metal
Citizinsane,thrash metal//heavy metal
Citron,power metal//heavy metal
Civais,thrash metal
Civil Disobedience,thrash metal
Civil Insurgence,death metal//thrash metal
Civil War,power metal//heavy metal
Clad in Shadows,metalcore metal//death metal
Claim,thrash metal//heavy metal
Claim the Throne,death metal//folk metal
Clamans,black metal
Clamath,groove metal
Clamatorius,black metal//death metal
Clamor of Existence,heavy metal
Clangforge,death metal//progressive metal
Clanrock,folk metal
Claptrap,thrash metal//speed metal
Clarity,progressive metal
Classica,progressive metal
Claudio Marciello,heavy metal//speed metal
Claustrofobia,death metal//thrash metal
Claustrophobia,black metal//death metal//thrash metal//doom metal
Claustrum Burial,deathcore metal
Clay Withrow,progressive metal
Claymorean,power metal
Clean Flesh,death metal
Clean Heart,heavy metal
Cleanse Your Demons,death metal//thrash metal
Cleansing the Damned,sludge metal//industrial metal
Cleanteeth,doom metal
Clear,metalcore metal//death metal
Clear as Mud,death metal//power metal//heavy metal
Clenched Fist,heavy metal
Cliffs of Insanity,death metal
Clifton,metalcore metal//death metal
Clinica Muerte,thrash metal
Clinicamente Morti,death metal
Clisthert,black metal
Clit Commander,death metal//grindcore metal
ClitSplit,death metal//grindcore metal
Clitgore,grindcore metal
Cloak,black metal//death metal
Cloakwheel,progressive metal
Clockwork Diabolus,death metal
Clockwork Protocol,metalcore metal
Clockwork Spirit,black metal//gothic metal
Cloon d.C.,heavy metal
Clorange,stoner metal//doom metal
Closed Casket,death metal//gothic metal//heavy metal
Closing,death metal//grindcore metal
Cloud Burial,sludge metal
Cloud Rat,grindcore metal
Cloudburst,heavy metal
Clouds Disperse,death metal//progressive metal
Clouds of Sadness,symphonic metal//gothic metal
Cloven Altar,heavy metal
Cloven Hoof,power metal//heavy metal
Clump,black metal
Cluster C,progressive metal
Cluster Fuck,thrash metal
Clyde,stoner metal
Clyson,death metal
Cnoc an Tursa,black metal//folk metal
Coagulation,black metal//death metal
Coalission,death metal//thrash metal
Coalition,death metal//heavy metal
Coarse,death metal
Coastal Plain,black metal
Coat,sludge metal//stoner metal//doom metal
Cobentrice,death metal
Cobolt 60,black metal//thrash metal
Cockroach Agenda,thrash metal
Cockroachs,metalcore metal//thrash metal
Cocytus,black metal//death metal//thrash metal
Code,black metal//progressive metal
Code Name: Phoenix,groove metal//death metal
Code Red,groove metal//death metal//thrash metal//heavy metal
Code for Silence,death metal
Code of the Zodiac,death metal
CodeFour,death metal
Codeon,death metal//thrash metal
Codex,death metal//progressive metal
Codru,black metal
Coerced Existence,death metal
Coerced into Battle,metalcore metal//groove metal//death metal
Coercion,death metal
Coffin Born,death metal
Coffin Burner,sludge metal//doom metal
Coffin Creep,death metal
Coffin Feeder,death metal//thrash metal
Coffin Hag,stoner metal//doom metal
Coffin Hoarder,death metal//experimental metal//grindcore metal
Coffin Surfer,death metal
Coffin for Mary,black metal//gothic metal//doom metal
Coffincraft,death metal
Cogneedle Funhouse,black metal//death metal
Cognitive Experiment,black metal//gothic metal
Coherent Liquid Form,black metal//death metal
Cohol,black metal
Coil Commemorate Enslave,black metal
Coilback,industrial metal//thrash metal
Coitus,black metal
Coitus Diaboli,black metal//death metal
Cojones,stoner metal
Colapso,death metal//grindcore metal
Colcothar,death metal
Cold Abyss,black metal
Cold Blooded,death metal//thrash metal
Cold Blooded Promise,death metal//grindcore metal
Cold Corrosion,death metal//stoner metal
Cold Fate,thrash metal
Cold Fell,black metal
Cold Frozen Grave,black metal
Cold Fullmoon,black metal
Cold Grey Dawn,black metal
Cold Spread,groove metal//thrash metal
Cold Void,black metal
Cold War Survivor,thrash metal
ColdSpell,heavy metal
Coldblood,death metal
Coldblooded Fish,thrash metal
Coldbound,black metal//death metal//doom metal
Coldeemstorft,black metal
Colder Thy Kiss,gothic metal//doom metal
Coldfear,death metal
Coldfire,heavy metal
Coldness,black metal//viking metal//heavy metal
Coldnight,black metal
Coldsteel,thrash metal
Coldvoid,black metal
Coldway,death metal
Coldwinter,black metal
Colemesis,death metal
Collapse,death metal//progressive metal//thrash metal//doom metal//grindcore metal
Collapse Within,death metal
Collapsed Minds,death metal
Collide,thrash metal
Collider,sludge metal
Colliding Parallels,progressive metal
Collision,metalcore metal//thrash metal//grindcore metal
Collision Process,metalcore metal//groove metal
Collisionkorse,power metal//thrash metal
Colon Rupture,death metal//grindcore metal
Colonel Blast,death metal//progressive metal
Colony of Meditation,heavy metal
Color of Aum,metalcore metal//progressive metal
Color of Darkness,heavy metal
Colosalist,pagan metal//doom metal
Colp,metalcore metal//power metal//thrash metal
Colporrhaphia,death metal//thrash metal
Coltan Leech,sludge metal
Coltsblood,sludge metal//doom metal
Columns,death metal//grindcore metal
Coma Eternal,metalcore metal//death metal
Coma Void,black metal//death metal//doom metal
Comando 666,black metal
Comando Praetorio,black metal
Comatose Horse,black metal//death metal//thrash metal
Combat Delta,death metal//doom metal
Combat Faith,heavy metal
Comecon,death metal
Coming Fall,death metal
Command,black metal
Command Warhammer,black metal//death metal
Commandment,black metal//death metal//power metal
Commando,thrash metal
Commercial Faith,metalcore metal
Commit Suicide,death metal//grindcore metal
Common Gods,death metal
Common Grave,black metal//death metal
Commotion,thrash metal
Communion,black metal//stoner metal//doom metal
Company of Strangers,progressive metal
Compel,sludge metal//stoner metal
Compendium Diablerie,black metal
Complete Failure,grindcore metal
Complex,progressive metal//thrash metal
Complex Impulse,heavy metal
Complicity,death metal//thrash metal
"Composer, Meet Corpse",deathcore metal
Composted,death metal//grindcore metal
Compound Terror,death metal//grindcore metal
Compression,heavy metal
Compulsion,death metal
Compulsion to Kill,grindcore metal
Compulsive Lobotomy,death metal//progressive metal
Con Anima,gothic metal
Concealed Asylum,death metal
Concealment,death metal
Conceived by Thunder,heavy metal//speed metal
Concept of God,doom metal
Concept of an Enemy,death metal//grindcore metal
Conception,power metal//progressive metal
Conception of Being,death metal//thrash metal
Conciliabulo,black metal
Concilium,doom metal
Concordea,power metal//progressive metal
Concrete,metalcore metal//groove metal//black metal//death metal//progressive metal//thrash metal//heavy metal
Concrete Age,death metal//power metal//thrash metal
Concrete Earth,death metal//thrash metal
Concurrency in Knowledge,death metal
Condanna,death metal//progressive metal
